sicha_id,chelek_number,parasha,sicha_number,title,search_page_url,library_page_url,kehos_original_found,kehos_lahak_found,result,error
11,10,וירא,2,חלק י • וירא • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a8%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayera-sicha-2/,https://projectlikkuteisichos.org/10vayera2/,,,no_original_on_library_page,
12,10,מקץ,1,חלק י • מקץ • שיחה א,https://projectlikkuteisichos.org/chelek-10-miketz-sicha-1/,https://projectlikkuteisichos.org/10miketz1/,,,no_original_on_library_page,
13,10,מקץ,2,חלק י • מקץ • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%9e%d7%a7%d7%a5-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-miketz-sicha-2/,https://projectlikkuteisichos.org/10miketz2/,,,no_original_on_library_page,
14,10,חיי שרה,1,חלק י • חיי שרה • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%97%d7%99%d7%99-%d7%a9%d7%a8%d7%94-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-chayesara-sicha-1/,https://projectlikkuteisichos.org/10chayesara1/,,,no_original_on_library_page,
15,10,חיי שרה,2,חלק י • חיי שרה • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%97%d7%99%d7%99-%d7%a9%d7%a8%d7%94-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-chayesara-sicha-2/,https://projectlikkuteisichos.org/10chayesara2/,,,no_original_on_library_page,
16,10,תולדות,1,חלק י • תולדות • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%aa%d7%95%d7%9c%d7%93%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-toldos-sicha-1/,https://projectlikkuteisichos.org/10toldos1/,,,no_original_on_library_page,
17,10,תולדות,2,חלק י • תולדות • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%aa%d7%95%d7%9c%d7%93%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-toldos-sicha-2/,https://projectlikkuteisichos.org/10toldos2/,,,no_original_on_library_page,
18,10,ויצא,1,חלק י • ויצא • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a6%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-vayetze-sicha-1/,https://projectlikkuteisichos.org/10vayetze1/,,,no_original_on_library_page,
19,10,ויצא,2,חלק י • ויצא • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a6%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayetze-sicha-2/,https://projectlikkuteisichos.org/10vayetze2/,,,no_original_on_library_page,
20,10,וישלח,2,חלק י • וישלח • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a9%d7%9c%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayishlach-sicha-2/,,,,not_listed_or_unmatched,
21,10,וישלח,2,חלק י • וישלח • שיחה ב,https://projectlikkuteisichos.org/%d7%95%d7%99%d7%a9%d7%9c%d7%97-chelek-10-vayishlach1-sicha-2/,,,,not_listed_or_unmatched,
22,10,וישלח – י”ט כסלו,1,חלק י • וישלח – י”ט כסלו,https://projectlikkuteisichos.org/%d7%95%d7%99%d7%a9%d7%9c%d7%97-%d7%99%d7%98-%d7%9b%d7%a1%d7%9c%d7%95-chelek-10-vayishlach-sicha-1/,https://projectlikkuteisichos.org/10vayishlach1/,,,no_original_on_library_page,
23,10,וישב,1,חלק י • וישב • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a9%d7%91-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-vayeshev-sicha-1/,https://projectlikkuteisichos.org/10vayeshev1/,,,no_original_on_library_page,
24,10,וישב,2,חלק י • וישב • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%a9%d7%91-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayeshev-sicha-2/,https://projectlikkuteisichos.org/10vayeshev2/,,,no_original_on_library_page,
25,10,חנוכה,,חלק י • חנוכה,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%97%d7%a0%d7%95%d7%9b%d7%94-chelek-10-chanukah/,https://projectlikkuteisichos.org/10chanukah/,,,no_original_on_library_page,
26,10,ויגש,1,חלק י • ויגש • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%92%d7%a9-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-vayigash-sicha-1/,https://projectlikkuteisichos.org/10vayigash1/,,,no_original_on_library_page,
27,10,ויגש,2,חלק י • ויגש • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%92%d7%a9-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayigash-sicha-2/,https://projectlikkuteisichos.org/10vayigash2/,,,no_original_on_library_page,
28,10,ויחי,1,חלק י • ויחי • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%97%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-10-vayechi-sicha-1/,https://projectlikkuteisichos.org/10vayechi1/,,,no_original_on_library_page,
29,10,ויחי,2,חלק י • ויחי • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99-%d7%95%d7%99%d7%97%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-10-vayechi-sicha-2/,https://projectlikkuteisichos.org/10vayechi2/,,,no_original_on_library_page,
30,11,שמות,1,חלק יא • שמות • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%a9%d7%9e%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-11-shemos-sicha-1/,https://projectlikkuteisichos.org/11shemos1/,,,no_original_on_library_page,
31,11,שמות,2,חלק יא • שמות • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%a9%d7%9e%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-11-shemos-sicha-2/,https://projectlikkuteisichos.org/11shemos2/,,,no_original_on_library_page,
32,11,וארא,1,חלק יא • וארא • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%95%d7%90%d7%a8%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-11-vaera-sicha-1/,https://projectlikkuteisichos.org/11vaera1/,,,no_original_on_library_page,
33,11,וארא,2,חלק יא • וארא • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%95%d7%90%d7%a8%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-11-vaera-sicha-2/,https://projectlikkuteisichos.org/11vaera2/,,,no_original_on_library_page,
34,11,בא,1,חלק יא • בא • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%91%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-11-bo-sicha-1/,https://projectlikkuteisichos.org/11bo1/,,,no_original_on_library_page,
35,11,בא,2,חלק יא • בא • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%91%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-11-bo-sicha-2/,https://projectlikkuteisichos.org/11bo2/,,,no_original_on_library_page,
36,11,בשלח,3,חלק יא • בשלח • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%91%d7%a9%d7%9c%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-11-beshalach-sicha-3/,https://projectlikkuteisichos.org/11beshalach3/,,,no_original_on_library_page,
37,11,פקודי,2,חלק יא • פקודי • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%90-%d7%a4%d7%a7%d7%95%d7%93%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-11-pekudei-sicha-2/,https://projectlikkuteisichos.org/11pekudei2/,,,no_original_on_library_page,
38,12,בחוקותי,2,חלק יב • בחוקותי • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%d7%91%d7%97%d7%95%d7%a7%d7%95%d7%aa%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-12-bechukosai-sicha-2/,https://projectlikkuteisichos.org/12bechukosai2/,,,no_original_on_library_page,
39,12,בהר,1,חלק יב • בהר • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%d7%91%d7%94%d7%a8-%d7%a9%d7%99%d7%97%d7%94-%d7%90/,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%e2%80%a2-%d7%91%d7%94%d7%a8-%e2%80%a2-%d7%a9%d7%99%d7%97%d7%94-%d7%90/,,,no_original_on_library_page,
40,12,בהר,1,חלק יב • בהר • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%d7%91%d7%94%d7%a8-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-12-behar-sicha-2/,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%e2%80%a2-%d7%91%d7%94%d7%a8-%e2%80%a2-%d7%a9%d7%99%d7%97%d7%94-%d7%90/,,,no_original_on_library_page,
41,12,בהר,2,חלק יב • בהר • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%91-%d7%91%d7%94%d7%a8-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-12-behar-sicha-2/,https://projectlikkuteisichos.org/12behar2/,,,no_original_on_library_page,
42,13,בהעלותך,1,חלק יג • בהעלותך • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%91%d7%94%d7%a2%d7%9c%d7%95%d7%aa%d7%9a-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-behalosecha-sicha-1/,https://projectlikkuteisichos.org/13behalosecha1/,,,no_original_on_library_page,
43,13,בהעלותך,2,חלק יג • בהעלותך • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%91%d7%94%d7%a2%d7%9c%d7%95%d7%aa%d7%9a-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-behalosecha-sicha-2/,https://projectlikkuteisichos.org/13behalosecha2/,,,no_original_on_library_page,
44,13,בלק,1,חלק יג • בלק • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%91%d7%9c%d7%a7-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-balak-sicha-1/,https://projectlikkuteisichos.org/13balak1/,,,no_original_on_library_page,
45,13,בלק,2,חלק יג • בלק • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%91%d7%9c%d7%a7-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-balak-sicha-2/,https://projectlikkuteisichos.org/13balak2/,,,no_original_on_library_page,
46,13,במדבר,1,חלק יג • במדבר • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%91%d7%9e%d7%93%d7%91%d7%a8-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-bamidbar-sicha-1/,https://projectlikkuteisichos.org/13bamidbar1/,,,no_original_on_library_page,
47,13,חקת,1,חלק יג • חקת • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%97%d7%a7%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-chukas-sicha-1/,https://projectlikkuteisichos.org/13chukas1/,,,no_original_on_library_page,
48,13,חקת,2,חלק יג • חקת • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%97%d7%a7%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-chukas-sicha-2/,https://projectlikkuteisichos.org/13chukas2/,,,no_original_on_library_page,
49,13,מטות,1,חלק יג • מטות • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%9e%d7%98%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-matos-sicha-1/,https://projectlikkuteisichos.org/13matos1/,,,no_original_on_library_page,
50,13,מטות,2,חלק יג • מטות • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%9e%d7%98%d7%95%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-matos-sicha-2/,https://projectlikkuteisichos.org/13matos2/,,,no_original_on_library_page,
51,13,מסעי,1,חלק יג • מסעי • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%9e%d7%a1%d7%a2%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-masei-sicha-1/,https://projectlikkuteisichos.org/13masei1/,,,no_original_on_library_page,
52,13,מסעי,2,חלק יג • מסעי • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%9e%d7%a1%d7%a2%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-masei-sicha-2/,https://projectlikkuteisichos.org/13masei2/,,,no_original_on_library_page,
53,13,נשא,1,חלק יג • נשא • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a0%d7%a9%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-nasso-sicha-1/,https://projectlikkuteisichos.org/13nasso1/,,,no_original_on_library_page,
54,13,נשא,2,חלק יג • נשא • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a0%d7%a9%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-nasso-sicha-2/,https://projectlikkuteisichos.org/13nasso2/,,,no_original_on_library_page,
55,13,פינחס,1,חלק יג • פינחס • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a4%d7%99%d7%a0%d7%97%d7%a1-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-pinchas-sicha-1/,https://projectlikkuteisichos.org/13pinchas1/,,,no_original_on_library_page,
56,13,פנחס,2,חלק יג • פנחס • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a4%d7%99%d7%a0%d7%97%d7%a1-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-pinchas-sicha-2/,https://projectlikkuteisichos.org/13pinchas2/,,,no_original_on_library_page,
57,13,קרח,1,חלק יג • קרח • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a7%d7%a8%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-korach-sicha-1/,https://projectlikkuteisichos.org/13korach1/,,,no_original_on_library_page,
58,13,קרח,2,חלק יג • קרח • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a7%d7%a8%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-korach-sicha-2/,https://projectlikkuteisichos.org/13korach2/,,,no_original_on_library_page,
59,13,שלח,1,חלק יג • שלח • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a9%d7%9c%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-13-shelach-sicha-1/,https://projectlikkuteisichos.org/13shelach1/,,,no_original_on_library_page,
60,13,שלח,2,חלק יג • שלח • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%92-%d7%a9%d7%9c%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-13-shelach-sicha-2/,https://projectlikkuteisichos.org/13shelach2/,,,no_original_on_library_page,
61,14,דברים,1,חלק יד • דברים • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%93%d7%91%d7%a8%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-devarim-sicha-1/,https://projectlikkuteisichos.org/14devarim1/,,,no_original_on_library_page,
62,14,דברים,2,חלק יד • דברים • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%93%d7%91%d7%a8%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-devarim-sicha-2/,https://projectlikkuteisichos.org/14devarim2/,,,no_original_on_library_page,
63,14,האזינו,1,חלק יד • האזינו • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%94%d7%90%d7%96%d7%99%d7%a0%d7%95-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-haazinu-sicha-1/,https://projectlikkuteisichos.org/14haazinu1/,,,no_original_on_library_page,
64,14,האזינו,2,חלק יד • האזינו • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%94%d7%90%d7%96%d7%99%d7%a0%d7%95-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-haazinu-sicha-2/,https://projectlikkuteisichos.org/14haazinu2/,,,no_original_on_library_page,
65,14,ואתחנן,1,חלק יד • ואתחנן • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%95%d7%90%d7%aa%d7%97%d7%a0%d7%9f-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-vaeschanan-sicha-1/,https://projectlikkuteisichos.org/14vaeschanan1/,,,no_original_on_library_page,
66,14,ואתחנן,2,חלק יד • ואתחנן • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%95%d7%90%d7%aa%d7%97%d7%a0%d7%9f-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-vaeschanan-sicha-2/,https://projectlikkuteisichos.org/14vaeschanan2/,,,no_original_on_library_page,
67,14,וזאת הברכה,1,"חלק יד • וזאת הברכה • שמח""ת",https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%95%d7%96%d7%90%d7%aa-%d7%94%d7%91%d7%a8%d7%9b%d7%94-%d7%a9%d7%9e%d7%97%d7%aa-chelek-14-bracha-sicha-1/,https://projectlikkuteisichos.org/14bracha1/,,,no_original_on_library_page,
68,14,וילך,1,חלק יד • וילך • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%95%d7%99%d7%9c%d7%9a-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-vayelech-sicha-1/,https://projectlikkuteisichos.org/14vayelech1/,,,no_original_on_library_page,
69,14,וילך,2,חלק יד • וילך • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%95%d7%99%d7%9c%d7%9a-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-vayelech-sicha-2/,https://projectlikkuteisichos.org/14vayelech2/,,,no_original_on_library_page,
70,14,נצבים,1,חלק יד • נצבים • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a0%d7%a6%d7%91%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-nitzavim-sicha-1/,https://projectlikkuteisichos.org/14nitzavim1/,,,no_original_on_library_page,
71,14,נצבים,2,חלק יד • נצבים • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a0%d7%a6%d7%91%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-nitzavim-sicha-2/,https://projectlikkuteisichos.org/14nitzavim2/,,,no_original_on_library_page,
72,14,נצבים,3,חלק יד • נצבים • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a0%d7%a6%d7%91%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-14-nitzavim-sicha-3/,https://projectlikkuteisichos.org/14nitzavim3/,,,no_original_on_library_page,
73,14,עקב,1,חלק יד • עקב • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a2%d7%a7%d7%91-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-ekev-sicha-1/,https://projectlikkuteisichos.org/14ekev1/,,,no_original_on_library_page,
74,14,עקב,2,חלק יד • עקב • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a2%d7%a7%d7%91-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-ekev-sicha-2/,https://projectlikkuteisichos.org/14ekev2/,,,no_original_on_library_page,
75,14,ראה,1,חלק יד • ראה • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a8%d7%90%d7%94-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-reeh-sicha-1/,https://projectlikkuteisichos.org/14reeh1/,,,no_original_on_library_page,
76,14,ראה,2,חלק יד • ראה • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a8%d7%90%d7%94-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-reeh-sicha-2/,https://projectlikkuteisichos.org/14reeh2/,,,no_original_on_library_page,
77,14,ראש השנה,1,חלק יד • ראש השנה,https://projectlikkuteisichos.org/chelek-14-roshhashana-sicha-1/,https://projectlikkuteisichos.org/14roshhashana1/,,,no_original_on_library_page,
78,14,שופטים,1,חלק יד • שופטים • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a9%d7%95%d7%a4%d7%98%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-14-shoftim-sicha-1/,https://projectlikkuteisichos.org/14shoftim1/,,,no_original_on_library_page,
79,14,שופטים,2,חלק יד • שופטים • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%93-%d7%a9%d7%95%d7%a4%d7%98%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-14-shoftim-sicha-2/,https://projectlikkuteisichos.org/14shoftim2/,,,no_original_on_library_page,
